"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","importDescriptionDecorator"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/immo-facile-60136447?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 1 pièce 19 m²","83000 Toulon (Porte d'Italie)","116 006 €","6 106 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-60135212?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 67 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","615 000 €","9 179 €/m²","0766006920"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-2_GRECHTOULON2023-114176?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 54 m²","83000 Toulon (Aguillon)","98 500 €","1 841 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-114002?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 53 m²","83000 Toulon (Saint-Roch)","120 000 €","2 264 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2022009?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 58 m²","83200 Toulon (Pont du Las)","170 000 €","2 931 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-grechimmo83000-114176?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 54 m²","83000 Toulon (Aguillon)","98 500 €","1 841 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_3064_5039?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 60 m²","83100 Toulon (Font Pré)","255 120 €","4 242 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/netty-company55106saz-appt-1970?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 61 m²","83100 Toulon (Saint-Jean du Var)","169 600 €","2 780 €/m²","07 60 81 54 23"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/netty-company55106saz-appt-1969?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 59 m²","83200 Toulon (Les Routes)","279 000 €","4 703 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-2020906?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 2 pièces 37 m²","83000 Toulon (Place d'Armes)","139 500 €","3 770 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/megagence-1-199596?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 5 pièces 90 m²","83200 Toulon (Haute-ville)","249 000 €","2 767 €/m²","0767606212"
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/ag340369-515472056?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Maison 4 pièces 123 m²","83200 Toulon (La Chapelle - Saint-André)","779 900 €","6 341 €/m²","06 37 09 93 83"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2018362?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 64 m²","83200 Toulon (Rodeilhac)","135 000 €","2 109 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/8pieces/hektor-mourillon-389980?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Maison 8 pièces 280 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","1 680 000 €","6 000 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-31217?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 66 m²","83100 Toulon (Saint-Jean du Var)","210 000 €","3 182 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-atlasimmobilier-388554?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Maison 6 pièces 168 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","835 000 €","4 970 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag060811-514673909?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 4 pièces 96 m²","83000 Toulon (Aguillon)","479 000 €","4 990 €/m²","06 29 81 60 25"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3560?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 76 m²","83200 Toulon (Les Routes)","213 000 €","2 803 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-19962?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 4 pièces 78 m²","83000 Toulon (Siblas)","345 000 €","4 408 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-mtev13600-8708?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Maison 5 pièces 130 m²","83200 Toulon (La Chapelle - Saint-André)","680 000 €","5 231 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-390387?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 2 pièces 37 m²","83000 Toulon (Haute-ville)","180 000 €","4 865 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2015331?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 39 m²","83000 Toulon (Centre-ville)","169 000 €","4 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-514286474?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22","Appartement 3 pièces 66 m²","83200 Toulon (Pont du Las)","149 000 €","2 258 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-2247_EXPERTIMO22-259806?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 2 pièces 58 m²","83000 Toulon (Champs-de-Mars)","169 900 €","2 948 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-2247_EXPERTIMO22-269571?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 90 m²","83100 Toulon (Brunet)","199 900 €","2 214 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lessablettes-390441?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 74 m²","83000 Toulon (Pont du Las)","190 000 €","2 585 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-sixfours-390675?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 68 m²","83000 Toulon (Champs-de-Mars)","144 000 €","2 118 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2020350?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 3 pièces 54 m²","83200 Toulon (Valbertrand)","196 300 €","3 635 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/loft-atelier-surface/2pieces/ag757558-516799925?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Loft/atelier/surface 2 pièces 47 m²","83200 Toulon (Pont du Las)","123 000 €","2 617 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/5pieces/safti-1-1614719?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Maison 5 pièces 110 m²","83200 Toulon (Les Routes)","545 000 €","4 955 €/m²","0612568898"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-2024301?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 1 pièce 25 m²","83200 Toulon (Barbès)","95 000 €","3 800 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2023387?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 3 pièces 69 m²","83000 Toulon (Champs-de-Mars)","308 000 €","4 464 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-centreville-390634?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 75 m²","83200 Toulon (Rodeilhac)","197 950 €","2 639 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-2023867?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Maison 4 pièces 121 m²","83200 Toulon (La Chapelle - Saint-André)","780 000 €","6 446 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3563?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 68 m²","83200 Toulon (Pont du Las)","150 000 €","2 059 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/hektor-1336_EXPERTIMO22-264466?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Maison 8 pièces 219 m²","83000 Toulon (Siblas)","1 095 000 €","5 000 €/m²","+33 (0)6 84 84 07 82"
"https://www.bienici.com/annonce/vente/toulon/maison/9pieces/ag060811-516383726?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Maison 9 pièces 220 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","1 290 000 €","5 864 €/m²","06 29 81 60 25"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-bretteimmobilieranne-19934?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 3 pièces 53 m²","83000 Toulon (Aguillon)","172 000 €","3 245 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2021624?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 3 pièces 80 m²","83200 Toulon (Pont du Las)","170 000 €","2 125 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2023323?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 85 m²","83200 Toulon (Les Routes)","230 000 €","2 706 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/apimo-86693150?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Studio 19 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","117 000 €","6 148 €/m²","06 60 57 13 67"
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/iad-france-2023085?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Maison 8 pièces 201 m²","83000 Toulon (Siblas)","937 900 €","4 666 €/m²","06 37 33 98 57"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-lpaimmo-27302?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 2 pièces 51 m²","83000 Toulon (Centre-ville)","138 000 €","2 706 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-60138513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 3 pièces 52 m²","83000 Toulon (Porte d'Italie)","305 358 €","5 872 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2017099?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 69 m²","83200 Toulon (Pont de Bois)","210 000 €","3 043 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2016724?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 4 pièces 86 m²","83100 Toulon (Saint-Jean du Var)","235 000 €","2 733 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag440414-516048530?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D21","Appartement 1 pièce 27 m²","83100 Toulon (Saint-Jean du Var)","108 000 €","3 667 €/m²","0670038608"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939241932?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 51 m²","83200 Toulon","115 000 €","2 264 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-dechatouville_toulon-5409?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 63 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","273 000 €","4 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1823047?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 5 pièces 94 m²","83200 Toulon (Valbertrand)","269 000 €","2 862 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3361?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 58 m²","83200 Toulon (Pont du Las)","155 000 €","2 672 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/citya-immobilier-41039H-TAPP941832?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 55 m²","83000 Toulon (Saint-Jean du Var)","131 000 €","2 369 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-consult-23522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 2 pièces 41 m²","83200 Toulon (Pont du Las)","86 000 €","2 098 €/m²","06 59 62 78 13"
"https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/hektor-centreville-384370?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 6 pièces 260 m²","83000 Toulon (Aguillon)","450 000 €","1 731 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lessablettes-384203?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 4 pièces 71 m²","83000 Toulon (La Loubière)","212 000 €","2 986 €/m²",""
"https://www.bienici.com/annonce/viager/toulon/appartement/4pieces/citya-immobilier-41039H-TAPP939925?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 4 pièces 63 m²","83100 Toulon (Beaulieu)","63 000 €","","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-centreville-384155?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 5 pièces 115 m²","83000 Toulon (Haute-ville)","344 500 €","2 996 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939187427?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 64 m²","83000 Toulon (Porte d'Italie)","299 000 €","4 639 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/netty-guilde-appt-7354?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 57 m²","83000 Toulon (Centre-ville)","199 000 €","3 491 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3255?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 60 m²","83200 Toulon (Jonquet - Guynemer)","179 900 €","2 998 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-lesagencesboyer-5225?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 1 pièce 24 m²","83200 Toulon (Pont du Las)","74 000 €","3 109 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/immo-facile-56279715?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 1 pièce 28 m²","83000 Toulon (Porte d'Italie)","459 000 €","16,4k €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-2_GRECHTOULON2023-103699?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 1 pièce 18 m²","83000 Toulon (Champs-de-Mars)","60 000 €","3 392 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-grechimmo83000-103699?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 1 pièce 18 m²","83000 Toulon (Champs-de-Mars)","60 000 €","3 392 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/mgc-ancien-SNI_0000_191669?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 4 pièces 85 m²","83000 Toulon (Champs-de-Mars)","175 000 €","2 059 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/mgc-ancien-SNI_0000_185304?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 75 m²","83000 Toulon (Saint-Jean du Var)","139 000 €","1 853 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag060811-517090073?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 65 m²","83200 Toulon (Pont du Las)","210 000 €","3 231 €/m²","06 29 81 60 25"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag756528-517083770?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 3 pièces 64 m²","83200 Toulon (Saint-Roch)","198 000 €","3 094 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/dr-house-immo-1-2133186?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 4 pièces 113 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","573 000 €","5 051 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/immo-facile-60159446?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 5 pièces 212 m²","83000 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","1 090 000 €","5 142 €/m²","07 66 00 69 20"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-2019146?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D20","Appartement 1 pièce 17 m²","83200 Toulon (Saint-Roch)","63 000 €","3 706 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-GTIGPI-30057?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 1 pièce 32 m²","83000 Toulon (Saint-Jean du Var)","105 000 €","3 281 €/m²",""
"https://www.bienici.com/annonce/viager/toulon/appartement/2pieces/hektor-mourillon-383896?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 2 pièces 42 m²","83100 Toulon (Darboussèdes)","89 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-111112?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 2 pièces 41 m²","83000 Toulon (Haute-ville)","149 000 €","3 634 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag311656-487985810?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 64 m²","83100 Toulon (Brunet)","159 500 €","2 492 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-486789224?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 3 pièces 57 m²","83100 Toulon (Saint-Jean du Var)","117 000 €","2 053 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-486790865?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 3 pièces 64 m²","83200 Toulon (Pont du Las)","145 000 €","2 266 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-485528969?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 3 pièces 54 m²","83000 Toulon (Aguillon)","125 000 €","2 315 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lpaimmo-27262?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 3 pièces 83 m²","83000 Toulon (Centre-ville)","299 000 €","3 602 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-fontpre-387575?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 80 m²","83000 Toulon (Corniche du Faron)","324 000 €","4 050 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/programme/2,3piece/ubiflow-neuf-458575022?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","QUARTIER PONT DE SUVE - PROCHE DE LA PLAGE (appartements neufs 2 à 3 pièces)","83100 Toulon (Sainte-Musse)","205 000 à 281 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-bretteimmobilieranne-18941?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Maison 6 pièces 180 m²","83000 Toulon (Sainte-Anne)","879 000 €","4 883 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/nestenn-1-99939295095?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 1 pièce 28 m²","83000 Toulon (Champs-de-Mars)","109 000 €","3 935 €/m²","04.94.62.44.24"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1875513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Maison 5 pièces 150 m²","83100 Toulon (La Palasse)","680 000 €","4 533 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-387345?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 2 pièces 54 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","259 000 €","4 796 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/immo-facile-58747829?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 6 pièces 153 m²","83000 Toulon (Claret)","345 000 €","2 163 €/m²","0622758771"
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/century-21-202_2305_3395?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Maison 4 pièces 348 m²","83200 Toulon (Beaulieu)","2 890 000 €","8 305 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-mourillon-375137?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Maison 4 pièces 131 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","599 000 €","4 389 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lpaimmo-27250?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 104 m²","83000 Toulon (Le Port)","345 000 €","3 317 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-gabrieleimmo-417?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 65 m²","83000 Toulon (Saint-Jean du Var)","115 000 €","1 769 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/7pieces/hektor-gravier11-87?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Maison 7 pièces 149 m²","83100 Toulon (La Palasse)","579 000 €","3 886 €/m²","06.17.39.72.02"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1840527?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 91 m²","83000 Toulon (La Serinette - La Barre)","272 000 €","2 989 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-386964?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 68 m²","83000 Toulon (Barbès)","109 000 €","1 603 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/safti-1-1482222?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 80 m²","83100 Toulon (Font Pré)","180 000 €","2 250 €/m²","0761178558"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-386965?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D19","Appartement 4 pièces 67 m²","83000 Toulon (Barbès)","109 000 €","1 627 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1557528?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 2 pièces 51 m²","83000 Toulon (Porte d'Italie)","142 000 €","2 784 €/m²","0617357265"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-58037002?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 65 m²","83200 Toulon (Rodeilhac)","160 000 €","2 462 €/m²","0670069292"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-388171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 86 m²","83000 Toulon (Haute-ville)","300 000 €","3 480 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-30474?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 115 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","1 100 000 €","9 565 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-388175?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 86 m²","83000 Toulon (Haute-ville)","300 000 €","3 480 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_3064_4862?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 76 m²","83100 Toulon (Beaulieu)","498 000 €","6 523 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-388214?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 2 pièces 42 m²","83200 Toulon (Les Routes)","170 000 €","4 025 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_3064_4843?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 90 m²","83000 Toulon (Haute-ville)","295 000 €","3 292 €/m²",""
